framework,projeto,caminho,versao,delay,Data do commit,hora,data da versao,data,hora,
Android,vector-im/riot-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/vector-im/riot-android/vector/build.gradle,25,122,Data do commit: 2017-03-24, 16:37:23,Data de lancamento da versao,2016-11-22, 00:00:00,
Android,vector-im/riot-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/vector-im/riot-android/vector/build.gradle,23,585,Data do commit: 2017-03-24, 18:24:53,Data de lancamento da versao,2015-08-17, 00:00:00,
Android,vector-im/riot-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/vector-im/riot-android/vector/build.gradle,25,125,Data do commit: 2017-03-27, 10:36:08,Data de lancamento da versao,2016-11-22, 00:00:00,
Android,vector-im/riot-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/vector-im/riot-android/vector/build.gradle,23,588,Data do commit: 2017-03-27, 14:04:21,Data de lancamento da versao,2015-08-17, 00:00:00,
Android,vector-im/riot-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/vector-im/riot-android/vector/build.gradle,25,125,Data do commit: 2017-03-27, 14:10:31,Data de lancamento da versao,2016-11-22, 00:00:00,
Android,vector-im/riot-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/vector-im/riot-android/vector/build.gradle,23,588,Data do commit: 2017-03-27, 15:19:17,Data de lancamento da versao,2015-08-17, 00:00:00,
Android,vector-im/riot-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/vector-im/riot-android/vector/build.gradle,25,126,Data do commit: 2017-03-28, 09:07:14,Data de lancamento da versao,2016-11-22, 00:00:00,
Android,vector-im/riot-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/vector-im/riot-android/vector/build.gradle,23,590,Data do commit: 2017-03-29, 15:27:03,Data de lancamento da versao,2015-08-17, 00:00:00,
Android,vector-im/riot-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/vector-im/riot-android/vector/build.gradle,25,129,Data do commit: 2017-03-31, 12:01:53,Data de lancamento da versao,2016-11-22, 00:00:00,
Android,vector-im/riot-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/vector-im/riot-android/vector/build.gradle,23,592,Data do commit: 2017-03-31, 16:04:35,Data de lancamento da versao,2015-08-17, 00:00:00,
Android,vector-im/riot-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/vector-im/riot-android/vector/build.gradle,25,133,Data do commit: 2017-04-04, 11:27:43,Data de lancamento da versao,2016-11-22, 00:00:00,
Android,vector-im/riot-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/vector-im/riot-android/vector/build.gradle,23,596,Data do commit: 2017-04-04, 11:39:24,Data de lancamento da versao,2015-08-17, 00:00:00,
Android,vector-im/riot-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/vector-im/riot-android/vector/build.gradle,25,133,Data do commit: 2017-04-04, 11:47:27,Data de lancamento da versao,2016-11-22, 00:00:00,
Android,vector-im/riot-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/vector-im/riot-android/vector/build.gradle,23,596,Data do commit: 2017-04-04, 22:38:03,Data de lancamento da versao,2015-08-17, 00:00:00,
Android,vector-im/riot-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/vector-im/riot-android/vector/build.gradle,25,134,Data do commit: 2017-04-05, 10:50:25,Data de lancamento da versao,2016-11-22, 00:00:00,
Android,vector-im/riot-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/vector-im/riot-android/vector/build.gradle,23,597,Data do commit: 2017-04-05, 14:57:59,Data de lancamento da versao,2015-08-17, 00:00:00,
Android,vector-im/riot-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/vector-im/riot-android/vector/build.gradle,25,136,Data do commit: 2017-04-07, 15:43:09,Data de lancamento da versao,2016-11-22, 00:00:00,
Android,vector-im/riot-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/vector-im/riot-android/vector/build.gradle,23,602,Data do commit: 2017-04-10, 08:35:30,Data de lancamento da versao,2015-08-17, 00:00:00,
Android,vector-im/riot-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/vector-im/riot-android/vector/build.gradle,25,139,Data do commit: 2017-04-10, 10:28:10,Data de lancamento da versao,2016-11-22, 00:00:00,
Android,vector-im/riot-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/vector-im/riot-android/vector/build.gradle,23,604,Data do commit: 2017-04-12, 17:42:05,Data de lancamento da versao,2015-08-17, 00:00:00,
Android,vector-im/riot-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/vector-im/riot-android/vector/build.gradle,25,141,Data do commit: 2017-04-12, 18:59:05,Data de lancamento da versao,2016-11-22, 00:00:00,
Android,vector-im/riot-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/vector-im/riot-android/vector/build.gradle,23,605,Data do commit: 2017-04-13, 08:45:28,Data de lancamento da versao,2015-08-17, 00:00:00,
Android,vector-im/riot-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/vector-im/riot-android/vector/build.gradle,25,142,Data do commit: 2017-04-13, 11:46:35,Data de lancamento da versao,2016-11-22, 00:00:00,
Android,vector-im/riot-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/vector-im/riot-android/vector/build.gradle,23,605,Data do commit: 2017-04-13, 12:04:32,Data de lancamento da versao,2015-08-17, 00:00:00,
Android,vector-im/riot-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/vector-im/riot-android/vector/build.gradle,25,142,Data do commit: 2017-04-13, 14:27:10,Data de lancamento da versao,2016-11-22, 00:00:00,
Android,vector-im/riot-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/vector-im/riot-android/vector/build.gradle,23,605,Data do commit: 2017-04-13, 16:05:04,Data de lancamento da versao,2015-08-17, 00:00:00,
Android,vector-im/riot-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/vector-im/riot-android/vector/build.gradle,25,142,Data do commit: 2017-04-13, 16:13:29,Data de lancamento da versao,2016-11-22, 00:00:00,
Android,vector-im/riot-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/vector-im/riot-android/vector/build.gradle,23,605,Data do commit: 2017-04-13, 19:14:07,Data de lancamento da versao,2015-08-17, 00:00:00,
Android,vector-im/riot-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/vector-im/riot-android/vector/build.gradle,25,143,Data do commit: 2017-04-14, 10:16:45,Data de lancamento da versao,2016-11-22, 00:00:00,
Android,vector-im/riot-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/vector-im/riot-android/vector/build.gradle,23,606,Data do commit: 2017-04-14, 11:06:20,Data de lancamento da versao,2015-08-17, 00:00:00,
Android,vector-im/riot-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/vector-im/riot-android/vector/build.gradle,25,143,Data do commit: 2017-04-14, 11:38:41,Data de lancamento da versao,2016-11-22, 00:00:00,
Android,vector-im/riot-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/vector-im/riot-android/vector/build.gradle,23,606,Data do commit: 2017-04-14, 14:44:16,Data de lancamento da versao,2015-08-17, 00:00:00,
Android,vector-im/riot-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/vector-im/riot-android/vector/build.gradle,25,143,Data do commit: 2017-04-14, 14:45:03,Data de lancamento da versao,2016-11-22, 00:00:00,
Android,vector-im/riot-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/vector-im/riot-android/vector/build.gradle,23,606,Data do commit: 2017-04-14, 15:10:27,Data de lancamento da versao,2015-08-17, 00:00:00,
Android,vector-im/riot-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/vector-im/riot-android/vector/build.gradle,25,147,Data do commit: 2017-04-18, 08:43:50,Data de lancamento da versao,2016-11-22, 00:00:00,
Android,vector-im/riot-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/vector-im/riot-android/vector/build.gradle,23,611,Data do commit: 2017-04-19, 20:47:47,Data de lancamento da versao,2015-08-17, 00:00:00,
Android,vector-im/riot-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/vector-im/riot-android/vector/build.gradle,25,149,Data do commit: 2017-04-20, 08:35:30,Data de lancamento da versao,2016-11-22, 00:00:00,
Android,vector-im/riot-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/vector-im/riot-android/vector/build.gradle,23,612,Data do commit: 2017-04-20, 21:29:27,Data de lancamento da versao,2015-08-17, 00:00:00,
Android,vector-im/riot-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/vector-im/riot-android/vector/build.gradle,25,150,Data do commit: 2017-04-21, 08:20:35,Data de lancamento da versao,2016-11-22, 00:00:00,
Android,vector-im/riot-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/vector-im/riot-android/vector/build.gradle,23,616,Data do commit: 2017-04-24, 21:21:59,Data de lancamento da versao,2015-08-17, 00:00:00,
Android,vector-im/riot-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/vector-im/riot-android/vector/build.gradle,25,154,Data do commit: 2017-04-25, 09:02:33,Data de lancamento da versao,2016-11-22, 00:00:00,
Android,vector-im/riot-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/vector-im/riot-android/vector/build.gradle,23,621,Data do commit: 2017-04-29, 15:22:36,Data de lancamento da versao,2015-08-17, 00:00:00,
Android,vector-im/riot-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/vector-im/riot-android/vector/build.gradle,25,161,Data do commit: 2017-05-02, 09:28:53,Data de lancamento da versao,2016-11-22, 00:00:00,
Android,vector-im/riot-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/vector-im/riot-android/vector/build.gradle,23,627,Data do commit: 2017-05-05, 14:45:51,Data de lancamento da versao,2015-08-17, 00:00:00,
Android,vector-im/riot-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/vector-im/riot-android/vector/build.gradle,25,164,Data do commit: 2017-05-05, 15:28:08,Data de lancamento da versao,2016-11-22, 00:00:00,
Android,vector-im/riot-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/vector-im/riot-android/vector/build.gradle,26,125,Data do commit: 2017-10-11, 15:36:07,Data de lancamento da versao,2017-06-08, 00:00:00,
Android,vector-im/riot-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/vector-im/riot-android/vector/build.gradle,25,323,Data do commit: 2017-10-11, 17:43:33,Data de lancamento da versao,2016-11-22, 00:00:00,
Android,vector-im/riot-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/vector-im/riot-android/vector/build.gradle,26,126,Data do commit: 2017-10-12, 09:14:40,Data de lancamento da versao,2017-06-08, 00:00:00,
Android,vector-im/riot-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/vector-im/riot-android/vector/build.gradle,25,324,Data do commit: 2017-10-12, 17:09:46,Data de lancamento da versao,2016-11-22, 00:00:00,
Android,vector-im/riot-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/vector-im/riot-android/vector/build.gradle,26,127,Data do commit: 2017-10-13, 08:36:53,Data de lancamento da versao,2017-06-08, 00:00:00,
Android,vector-im/riot-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/vector-im/riot-android/vector/build.gradle,25,325,Data do commit: 2017-10-13, 09:36:38,Data de lancamento da versao,2016-11-22, 00:00:00,
Android,vector-im/riot-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/vector-im/riot-android/vector/build.gradle,26,127,Data do commit: 2017-10-13, 15:07:49,Data de lancamento da versao,2017-06-08, 00:00:00,
Android,vector-im/riot-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/vector-im/riot-android/vector/build.gradle,25,325,Data do commit: 2017-10-13, 16:57:33,Data de lancamento da versao,2016-11-22, 00:00:00,
Android,vector-im/riot-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/vector-im/riot-android/vector/build.gradle,26,129,Data do commit: 2017-10-15, 15:31:12,Data de lancamento da versao,2017-06-08, 00:00:00,
Android,vector-im/riot-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/vector-im/riot-android/vector/build.gradle,25,331,Data do commit: 2017-10-19, 13:18:45,Data de lancamento da versao,2016-11-22, 00:00:00,
Android,vector-im/riot-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/vector-im/riot-android/vector/build.gradle,26,137,Data do commit: 2017-10-23, 10:42:11,Data de lancamento da versao,2017-06-08, 00:00:00,
Android,vector-im/riot-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/vector-im/riot-android/vector/build.gradle,25,338,Data do commit: 2017-10-26, 21:45:17,Data de lancamento da versao,2016-11-22, 00:00:00,
Android,vector-im/riot-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/vector-im/riot-android/vector/build.gradle,26,151,Data do commit: 2017-11-06, 08:44:28,Data de lancamento da versao,2017-06-08, 00:00:00,
Android,vector-im/riot-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/vector-im/riot-android/vector/build.gradle,25,353,Data do commit: 2017-11-10, 13:47:50,Data de lancamento da versao,2016-11-22, 00:00:00,
Android,vector-im/riot-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/vector-im/riot-android/vector/build.gradle,26,158,Data do commit: 2017-11-13, 09:23:31,Data de lancamento da versao,2017-06-08, 00:00:00,
Android,vector-im/riot-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/vector-im/riot-android/vector/build.gradle,25,346,Data do commit: 2017-11-03, 08:45:36,Data de lancamento da versao,2016-11-22, 00:00:00,
Android,vector-im/riot-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/vector-im/riot-android/vector/build.gradle,26,160,Data do commit: 2017-11-15, 07:22:35,Data de lancamento da versao,2017-06-08, 00:00:00,
Android,vector-im/riot-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/vector-im/riot-android/vector/build.gradle,25,358,Data do commit: 2017-11-15, 08:24:22,Data de lancamento da versao,2016-11-22, 00:00:00,
Android,vector-im/riot-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/vector-im/riot-android/vector/build.gradle,26,160,Data do commit: 2017-11-15, 08:29:32,Data de lancamento da versao,2017-06-08, 00:00:00,
Android,vector-im/riot-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/vector-im/riot-android/vector/build.gradle,25,358,Data do commit: 2017-11-15, 08:33:16,Data de lancamento da versao,2016-11-22, 00:00:00,
Android,vector-im/riot-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/vector-im/riot-android/vector/build.gradle,26,160,Data do commit: 2017-11-15, 08:42:15,Data de lancamento da versao,2017-06-08, 00:00:00,
Android,vector-im/riot-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/vector-im/riot-android/vector/build.gradle,27,135,Data do commit: 2018-04-19, 17:50:19,Data de lancamento da versao,2017-12-05, 00:00:00,
Android,vector-im/riot-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/vector-im/riot-android/vector/build.gradle,26,315,Data do commit: 2018-04-19, 18:05:58,Data de lancamento da versao,2017-06-08, 00:00:00,
Android,vector-im/riot-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/vector-im/riot-android/vector/build.gradle,27,135,Data do commit: 2018-04-19, 18:19:43,Data de lancamento da versao,2017-12-05, 00:00:00,
Android,vector-im/riot-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/vector-im/riot-android/vector/build.gradle,26,315,Data do commit: 2018-04-19, 20:24:47,Data de lancamento da versao,2017-06-08, 00:00:00,
Android,vector-im/riot-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/vector-im/riot-android/vector/build.gradle,27,136,Data do commit: 2018-04-20, 05:38:39,Data de lancamento da versao,2017-12-05, 00:00:00,
Android,vector-im/riot-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/vector-im/riot-android/vector/build.gradle,28,239,Data do commit: 2019-03-21, 14:52:58,Data de lancamento da versao,2018-07-25, 00:00:00,
Android,vector-im/riot-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/vector-im/riot-android/vector/build.gradle,27,468,Data do commit: 2019-03-18, 12:53:28,Data de lancamento da versao,2017-12-05, 00:00:00,
Android,vector-im/riot-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/vector-im/riot-android/vector/build.gradle,28,243,Data do commit: 2019-03-25, 14:30:47,Data de lancamento da versao,2018-07-25, 00:00:00,
Android,yangchong211/YCShopDetailLayout,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/yangchong211/YCShopDetailLayout/app/build.gradle,28,267,Data do commit: 2019-04-18, 19:07:11,Data de lancamento da versao,2018-07-25, 00:00:00,
Android,frostwire/frostwire,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/frostwire/frostwire/android/build.gradle,25,0,Data do commit: 2016-11-04, 16:49:15,Data de lancamento da versao,2016-11-22, 00:00:00,
Android,frostwire/frostwire,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/frostwire/frostwire/android/build.gradle,26,0,Data do commit: 2017-06-08, 19:19:30,Data de lancamento da versao,2017-06-08, 00:00:00,
Android,frostwire/frostwire,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/frostwire/frostwire/android/build.gradle,25,198,Data do commit: 2017-06-08, 19:22:18,Data de lancamento da versao,2016-11-22, 00:00:00,
Android,frostwire/frostwire,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/frostwire/frostwire/android/build.gradle,26,2,Data do commit: 2017-06-10, 12:05:21,Data de lancamento da versao,2017-06-08, 00:00:00,
Android,frostwire/frostwire,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/frostwire/frostwire/android/build.gradle,25,200,Data do commit: 2017-06-10, 14:06:45,Data de lancamento da versao,2016-11-22, 00:00:00,
Android,frostwire/frostwire,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/frostwire/frostwire/android/build.gradle,26,55,Data do commit: 2017-08-02, 09:39:04,Data de lancamento da versao,2017-06-08, 00:00:00,
Android,frostwire/frostwire,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/frostwire/frostwire/android/build.gradle,27,0,Data do commit: 2017-10-26, 09:15:11,Data de lancamento da versao,2017-12-05, 00:00:00,
Android,frostwire/frostwire,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/frostwire/frostwire/android/build.gradle,28,0,Data do commit: 2018-06-07, 13:16:59,Data de lancamento da versao,2018-07-25, 00:00:00,
Android,frostwire/frostwire,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/frostwire/frostwire/android/build.gradle,27,184,Data do commit: 2018-06-07, 14:52:59,Data de lancamento da versao,2017-12-05, 00:00:00,
Android,frostwire/frostwire,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/frostwire/frostwire/android/build.gradle,28,106,Data do commit: 2018-11-07, 21:07:54,Data de lancamento da versao,2018-07-25, 00:00:00,
Android,frostwire/frostwire,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/frostwire/frostwire/android/build.gradle,27,399,Data do commit: 2019-01-07, 23:51:34,Data de lancamento da versao,2017-12-05, 00:00:00,
Android,frostwire/frostwire,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/frostwire/frostwire/android/build.gradle,28,168,Data do commit: 2019-01-08, 22:38:40,Data de lancamento da versao,2018-07-25, 00:00:00,
Android,slymax/webview,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/slymax/webview/app/build.gradle,28,180,Data do commit: 2019-01-21, 19:47:58,Data de lancamento da versao,2018-07-25, 00:00:00,
