framework,projeto,caminho,versao,delay,Data do commit,hora,data da versao,data,hora
Spring,spring-guides/gs-uploading-files,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/spring-guides/gs-uploading-files/complete/pom.xml,1.2.4.RELEASE,5,,,,,
Spring,spring-guides/gs-uploading-files,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/spring-guides/gs-uploading-files/complete/pom.xml,1.2.5.RELEASE,0,,,,,
Spring,spring-guides/gs-uploading-files,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/spring-guides/gs-uploading-files/complete/pom.xml,1.2.6.RELEASE,4,,,,,
Spring,spring-guides/gs-uploading-files,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/spring-guides/gs-uploading-files/complete/pom.xml,1.2.7.RELEASE,0,,,,,
Spring,spring-guides/gs-uploading-files,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/spring-guides/gs-uploading-files/complete/pom.xml,1.3.0.RELEASE,0,,,,,
Spring,spring-guides/gs-uploading-files,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/spring-guides/gs-uploading-files/complete/pom.xml,1.3.1.RELEASE,0,,,,,
Spring,spring-guides/gs-uploading-files,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/spring-guides/gs-uploading-files/complete/pom.xml,1.3.2.RELEASE,0,,,,,
Spring,spring-guides/gs-uploading-files,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/spring-guides/gs-uploading-files/complete/pom.xml,1.3.3.RELEASE,0,,,,,
Spring,spring-guides/gs-uploading-files,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/spring-guides/gs-uploading-files/complete/pom.xml,1.3.4.RELEASE,0,,,,,
Spring,spring-guides/gs-uploading-files,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/spring-guides/gs-uploading-files/complete/pom.xml,1.3.5.RELEASE,0,,,,,
Spring,spring-guides/gs-uploading-files,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/spring-guides/gs-uploading-files/complete/pom.xml,1.3.6.RELEASE,1,,,,,
Spring,spring-guides/gs-uploading-files,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/spring-guides/gs-uploading-files/complete/pom.xml,1.3.7.RELEASE,0,,,,,
Spring,spring-guides/gs-uploading-files,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/spring-guides/gs-uploading-files/complete/pom.xml,1.4.0.RELEASE,0,,,,,
Spring,spring-guides/gs-uploading-files,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/spring-guides/gs-uploading-files/complete/pom.xml,1.4.1.RELEASE,2,,,,,
Spring,spring-guides/gs-uploading-files,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/spring-guides/gs-uploading-files/complete/pom.xml,1.4.2.RELEASE,0,,,,,
Spring,spring-guides/gs-uploading-files,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/spring-guides/gs-uploading-files/complete/pom.xml,1.4.3.RELEASE,0,,,,,
Spring,spring-guides/gs-uploading-files,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/spring-guides/gs-uploading-files/complete/pom.xml,1.5.0.RELEASE,0,,,,,
Spring,spring-guides/gs-uploading-files,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/spring-guides/gs-uploading-files/complete/pom.xml,1.4.4.RELEASE,0,,,,,
Spring,spring-guides/gs-uploading-files,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/spring-guides/gs-uploading-files/complete/pom.xml,1.5.0.RELEASE,0,,,,,
Spring,spring-guides/gs-uploading-files,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/spring-guides/gs-uploading-files/complete/pom.xml,1.5.1.RELEASE,0,,,,,
Spring,spring-guides/gs-uploading-files,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/spring-guides/gs-uploading-files/complete/pom.xml,1.5.2.RELEASE,0,,,,,
Spring,spring-guides/gs-uploading-files,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/spring-guides/gs-uploading-files/complete/pom.xml,1.5.3.RELEASE,0,,,,,
Spring,spring-guides/gs-uploading-files,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/spring-guides/gs-uploading-files/complete/pom.xml,1.5.5.RELEASE,0,,,,,
Spring,spring-guides/gs-uploading-files,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/spring-guides/gs-uploading-files/complete/pom.xml,1.5.6.RELEASE,0,,,,,
Spring,spring-guides/gs-uploading-files,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/spring-guides/gs-uploading-files/complete/pom.xml,1.5.7.RELEASE,1,,,,,
Spring,spring-guides/gs-uploading-files,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/spring-guides/gs-uploading-files/complete/pom.xml,1.5.8.RELEASE,1,,,,,
Spring,spring-guides/gs-uploading-files,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/spring-guides/gs-uploading-files/complete/pom.xml,1.5.9.RELEASE,2,,,,,
Spring,spring-guides/gs-uploading-files,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/spring-guides/gs-uploading-files/complete/pom.xml,1.5.10.RELEASE,0,,,,,
Spring,spring-guides/gs-uploading-files,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/spring-guides/gs-uploading-files/complete/pom.xml,2.0.0.RELEASE,4,,,,,
Spring,spring-guides/gs-uploading-files,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/spring-guides/gs-uploading-files/complete/pom.xml,2.0.1.RELEASE,0,,,,,
Spring,spring-guides/gs-uploading-files,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/spring-guides/gs-uploading-files/complete/pom.xml,2.0.2.RELEASE,0,,,,,
Spring,spring-guides/gs-uploading-files,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/spring-guides/gs-uploading-files/complete/pom.xml,2.0.3.RELEASE,4,,,,,
Spring,spring-guides/gs-uploading-files,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/spring-guides/gs-uploading-files/complete/pom.xml,2.0.5.RELEASE,5,,,,,
Spring,spring-guides/gs-uploading-files,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/spring-guides/gs-uploading-files/complete/pom.xml,2.0.8.RELEASE,67,,,,,
Spring,spring-guides/gs-uploading-files,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/spring-guides/gs-uploading-files/complete/pom.xml,2.1.3.RELEASE,33,,,,,
Spring,spring-guides/gs-uploading-files,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/spring-guides/gs-uploading-files/complete/pom.xml,2.1.4.RELEASE,18,,,,,
Spring,spring-guides/gs-uploading-files,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/spring-guides/gs-uploading-files/complete/pom.xml,2.1.6.RELEASE,3,,,,,
Spring,spring-guides/gs-uploading-files,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/spring-guides/gs-uploading-files/initial/pom.xml,1.0.1.RELEASE,0,,,,,
Spring,spring-guides/gs-uploading-files,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/spring-guides/gs-uploading-files/initial/pom.xml,1.0.2.RELEASE,0,,,,,
Spring,spring-guides/gs-uploading-files,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/spring-guides/gs-uploading-files/initial/pom.xml,1.1.0.RELEASE,0,,,,,
Spring,spring-guides/gs-uploading-files,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/spring-guides/gs-uploading-files/initial/pom.xml,1.1.1.RELEASE,0,,,,,
Spring,spring-guides/gs-uploading-files,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/spring-guides/gs-uploading-files/initial/pom.xml,1.1.2.RELEASE,0,,,,,
Spring,spring-guides/gs-uploading-files,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/spring-guides/gs-uploading-files/initial/pom.xml,1.1.3.RELEASE,1,,,,,
Spring,spring-guides/gs-uploading-files,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/spring-guides/gs-uploading-files/initial/pom.xml,1.1.4.RELEASE,0,,,,,
Spring,spring-guides/gs-uploading-files,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/spring-guides/gs-uploading-files/initial/pom.xml,1.1.5.RELEASE,1,,,,,
Spring,spring-guides/gs-uploading-files,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/spring-guides/gs-uploading-files/initial/pom.xml,1.1.6.RELEASE,0,,,,,
Spring,spring-guides/gs-uploading-files,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/spring-guides/gs-uploading-files/initial/pom.xml,1.1.7.RELEASE,3,,,,,
Spring,spring-guides/gs-uploading-files,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/spring-guides/gs-uploading-files/initial/pom.xml,1.1.8.RELEASE,0,,,,,
Spring,spring-guides/gs-uploading-files,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/spring-guides/gs-uploading-files/initial/pom.xml,1.1.9.RELEASE,0,,,,,
Spring,spring-guides/gs-uploading-files,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/spring-guides/gs-uploading-files/initial/pom.xml,1.1.10.RELEASE,0,,,,,
Spring,spring-guides/gs-uploading-files,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/spring-guides/gs-uploading-files/initial/pom.xml,1.2.1.RELEASE,41,,,,,
Spring,spring-guides/gs-uploading-files,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/spring-guides/gs-uploading-files/initial/pom.xml,1.2.2.RELEASE,0,,,,,
Spring,spring-guides/gs-uploading-files,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/spring-guides/gs-uploading-files/initial/pom.xml,1.2.3.RELEASE,0,,,,,
Spring,spring-guides/gs-uploading-files,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/spring-guides/gs-uploading-files/initial/pom.xml,1.2.4.RELEASE,5,,,,,
Spring,spring-guides/gs-uploading-files,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/spring-guides/gs-uploading-files/initial/pom.xml,1.2.5.RELEASE,0,,,,,
Spring,spring-guides/gs-uploading-files,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/spring-guides/gs-uploading-files/initial/pom.xml,1.2.6.RELEASE,4,,,,,
Spring,spring-guides/gs-uploading-files,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/spring-guides/gs-uploading-files/initial/pom.xml,1.2.7.RELEASE,0,,,,,
Spring,spring-guides/gs-uploading-files,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/spring-guides/gs-uploading-files/initial/pom.xml,1.3.0.RELEASE,0,,,,,
Spring,spring-guides/gs-uploading-files,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/spring-guides/gs-uploading-files/initial/pom.xml,1.3.1.RELEASE,0,,,,,
Spring,spring-guides/gs-uploading-files,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/spring-guides/gs-uploading-files/initial/pom.xml,1.3.2.RELEASE,0,,,,,
Spring,spring-guides/gs-uploading-files,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/spring-guides/gs-uploading-files/initial/pom.xml,1.3.3.RELEASE,0,,,,,
Spring,spring-guides/gs-uploading-files,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/spring-guides/gs-uploading-files/initial/pom.xml,1.3.4.RELEASE,0,,,,,
Spring,spring-guides/gs-uploading-files,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/spring-guides/gs-uploading-files/initial/pom.xml,1.3.5.RELEASE,0,,,,,
Spring,spring-guides/gs-uploading-files,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/spring-guides/gs-uploading-files/initial/pom.xml,1.3.6.RELEASE,1,,,,,
Spring,spring-guides/gs-uploading-files,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/spring-guides/gs-uploading-files/initial/pom.xml,1.3.7.RELEASE,0,,,,,
Spring,spring-guides/gs-uploading-files,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/spring-guides/gs-uploading-files/initial/pom.xml,1.4.0.RELEASE,0,,,,,
Spring,spring-guides/gs-uploading-files,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/spring-guides/gs-uploading-files/initial/pom.xml,1.4.1.RELEASE,2,,,,,
Spring,spring-guides/gs-uploading-files,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/spring-guides/gs-uploading-files/initial/pom.xml,1.4.2.RELEASE,0,,,,,
Spring,spring-guides/gs-uploading-files,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/spring-guides/gs-uploading-files/initial/pom.xml,1.4.3.RELEASE,0,,,,,
Spring,spring-guides/gs-uploading-files,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/spring-guides/gs-uploading-files/initial/pom.xml,1.5.0.RELEASE,0,,,,,
Spring,spring-guides/gs-uploading-files,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/spring-guides/gs-uploading-files/initial/pom.xml,1.4.4.RELEASE,0,,,,,
Spring,spring-guides/gs-uploading-files,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/spring-guides/gs-uploading-files/initial/pom.xml,1.5.0.RELEASE,0,,,,,
Spring,spring-guides/gs-uploading-files,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/spring-guides/gs-uploading-files/initial/pom.xml,1.5.1.RELEASE,0,,,,,
Spring,spring-guides/gs-uploading-files,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/spring-guides/gs-uploading-files/initial/pom.xml,1.5.2.RELEASE,0,,,,,
Spring,spring-guides/gs-uploading-files,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/spring-guides/gs-uploading-files/initial/pom.xml,1.5.3.RELEASE,0,,,,,
Spring,spring-guides/gs-uploading-files,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/spring-guides/gs-uploading-files/initial/pom.xml,1.5.5.RELEASE,0,,,,,
Spring,spring-guides/gs-uploading-files,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/spring-guides/gs-uploading-files/initial/pom.xml,1.5.6.RELEASE,0,,,,,
Spring,spring-guides/gs-uploading-files,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/spring-guides/gs-uploading-files/initial/pom.xml,1.5.7.RELEASE,1,,,,,
Spring,spring-guides/gs-uploading-files,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/spring-guides/gs-uploading-files/initial/pom.xml,1.5.8.RELEASE,1,,,,,
Spring,spring-guides/gs-uploading-files,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/spring-guides/gs-uploading-files/initial/pom.xml,1.5.9.RELEASE,2,,,,,
Spring,spring-guides/gs-uploading-files,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/spring-guides/gs-uploading-files/initial/pom.xml,1.5.10.RELEASE,0,,,,,
Spring,spring-guides/gs-uploading-files,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/spring-guides/gs-uploading-files/initial/pom.xml,2.0.0.RELEASE,4,,,,,
Spring,spring-guides/gs-uploading-files,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/spring-guides/gs-uploading-files/initial/pom.xml,2.0.1.RELEASE,0,,,,,
Spring,spring-guides/gs-uploading-files,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/spring-guides/gs-uploading-files/initial/pom.xml,2.0.2.RELEASE,0,,,,,
Spring,spring-guides/gs-uploading-files,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/spring-guides/gs-uploading-files/initial/pom.xml,2.0.3.RELEASE,4,,,,,
Spring,spring-guides/gs-uploading-files,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/spring-guides/gs-uploading-files/initial/pom.xml,2.0.5.RELEASE,5,,,,,
Spring,spring-guides/gs-uploading-files,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/spring-guides/gs-uploading-files/initial/pom.xml,2.0.8.RELEASE,67,,,,,
Spring,spring-guides/gs-uploading-files,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/spring-guides/gs-uploading-files/initial/pom.xml,2.1.3.RELEASE,33,,,,,
Spring,spring-guides/gs-uploading-files,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/spring-guides/gs-uploading-files/initial/pom.xml,2.1.4.RELEASE,18,,,,,
Spring,spring-guides/gs-uploading-files,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/spring-guides/gs-uploading-files/initial/pom.xml,2.1.6.RELEASE,3,,,,,
