framework,project,java,properties,jar,build.gradle,pom.xml,manifest.xml,xml,bat,md,adoc,README,yaml,txt,sh,travis.yml,yml,cmd,kt,json,others,numberOfFiles
Android,JoanZapata/android-iconify,35,13,1,12,0,11,19,1,4,0,1,0,2,0,0,0,0,0,0,17,104
Android,CNCoderX/RecyclerViewHelper,45,2,1,3,0,2,33,1,1,0,1,0,0,0,0,0,0,0,0,28,114
Android,facebook/facebook-android-sdk,448,3,2,19,0,20,294,1,2,0,0,0,10,4,1,1,0,0,0,271,1055
Android,SpikeKing/TestCoordinatorLayout,4,2,1,2,0,1,19,1,1,0,1,0,0,0,0,0,0,0,0,10,40
Android,react-native-google-cast/react-native-google-cast,10,2,0,3,0,2,5,0,2,0,2,0,0,0,0,0,0,0,4,54,80
Android,kaaes/spotify-web-api-android,70,3,1,3,0,3,11,1,1,0,1,0,0,1,1,1,0,0,38,8,138
Android,lantouzi/WheelView-Android,6,1,1,3,0,2,10,1,1,0,1,0,0,0,0,0,0,0,0,13,36
Android,ZieIony/RandomData,50,2,1,7,0,5,12,1,1,0,1,0,0,0,0,0,0,0,0,39,113
Android,Curzibn/BottomDialog,9,2,1,3,0,2,28,1,1,0,1,0,0,0,0,0,0,0,0,50,95
Android,jfrog/project-examples,109,38,13,32,31,2,68,12,41,0,40,14,3,8,0,18,0,0,22,252,630
Android,ShamylZakariya/FlyoutMenus,10,2,1,3,0,2,17,1,1,0,1,0,0,0,0,0,0,0,0,17,52
Android,kanytu/android-material-drawer-template,7,2,1,2,0,1,15,1,1,0,1,0,0,0,0,0,0,0,0,15,44
Android,HelloChenJinJun/TestChat,346,2,6,3,0,3,239,1,1,0,1,0,0,0,0,0,0,0,0,279,877
Android,bmeike/ProgrammingAndroidExamples,148,21,14,0,0,20,181,0,0,0,0,0,12,1,0,0,0,0,4,150,531
Android,cubei/FlappyCow,28,2,1,3,0,2,23,1,2,0,1,0,1,0,0,0,0,0,1,73,135
Spring,spring-projects/spring-boot,4683,160,9,1,235,0,336,2,2,75,0,9,25,41,0,45,1,7,31,483,5910
Android,aosp-mirror/platform_frameworks_base,9249,8,2,4,0,307,8391,1,19,0,11,0,157,38,0,0,0,25,0,11732,29626
Android,zhou-you/EasySignSeekBar,15,2,1,3,0,2,24,1,2,0,1,0,0,0,0,0,0,0,0,15,63
Android,appwise-labs/NoInternetDialog,7,2,1,2,0,1,21,1,1,0,1,0,0,0,0,0,0,0,0,18,53
Android,betomaluje/Mi-Band,58,4,2,4,0,2,34,2,1,0,1,0,0,0,0,0,0,0,0,23,128
Android,CodingBingo/FastReader,56,2,3,3,0,1,31,1,1,0,1,0,0,0,0,0,0,0,0,39,136
Android,secure-software-engineering/FlowDroid,627,0,7,0,5,0,227,0,0,0,0,0,27,0,0,0,0,0,0,51,939
Android,Catrobat/Catroid,1339,5,10,2,0,4,435,1,2,0,1,0,4,2,0,1,0,10,3,625,2439
Android,cping/LGame,4745,13,58,14,0,5,80,5,21,0,18,0,35,3,0,0,0,0,20,3033,8027
Android,vestrel00/android-dagger-butterknife-mvp,71,2,1,2,0,1,13,1,1,0,1,0,0,0,1,1,0,0,0,6,98
Android,ISchwarz23/SortableTableView,42,2,1,3,0,2,15,1,1,0,1,0,1,0,1,1,0,0,0,14,81
Android,jaychang0917/SimpleRecyclerView,58,2,1,4,0,3,39,1,3,0,1,0,0,0,0,0,0,2,0,31,141
Android,Clans/FloatingActionButton,9,3,1,3,0,2,33,1,1,0,1,0,0,0,0,0,0,0,0,47,98
Android,BaaSBeginner/leanchat-android,85,1,6,2,0,1,77,1,2,0,1,0,1,0,0,0,0,0,0,60,235
Android,weexteam/hackernews-App-powered-by-Apache-Weex,330,4,5,3,0,2,10,2,4,0,3,0,0,3,0,0,0,0,4,314,679
Android,googlecodelabs/android-build-an-app-architecture-components,23,1,1,2,0,1,27,1,2,0,1,0,0,0,0,0,0,0,0,43,100
Android,threerings/playn,388,7,0,0,27,3,54,0,1,0,1,0,4,1,1,1,0,0,0,71,527
Android,qifengdeqingchen/PullToLoadMoreView,5,5,2,2,0,1,25,1,1,0,1,0,0,0,0,0,0,0,0,43,84
Android,raweng/android-different-loading-animations,3,1,1,0,0,1,21,0,1,0,1,0,1,0,0,0,0,0,0,20,48
Android,akexorcist/Android-GoogleDirectionLibrary,46,3,1,3,0,2,12,1,1,0,1,0,1,0,1,1,0,0,0,11,80
Android,scottyab/AESCrypt-Android,2,3,1,2,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,2,13
Android,haiwen/seadroid,229,1,2,2,0,1,194,1,3,0,1,0,1,0,1,1,0,0,0,492,926
Android,athkalia/Just-Another-Android-App,133,4,1,4,1,2,84,1,2,0,1,1,0,0,0,0,0,4,2,54,290
Android,devgeeks/Canvas2ImagePlugin,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,4,8
Android,WrBug/DeveloperHelper,148,2,1,12,0,11,91,1,2,0,0,0,1,1,0,0,0,128,0,42,429
Android,Jude95/RollViewPager,17,2,1,3,0,2,12,1,2,0,1,0,0,0,0,0,0,0,0,17,55
Android,TellH/RecyclerTreeView,11,2,1,3,0,2,19,1,1,0,1,0,1,0,0,0,0,0,0,25,64
Android,pocmo/Android-Network-Intents,13,2,1,3,0,2,7,1,1,0,1,0,0,0,1,1,0,0,0,11,40
Android,Rabtman/AcgClub,227,2,11,11,0,15,147,1,2,0,1,0,1,0,0,0,0,58,0,220,680
Android,mixi-inc/Android-Device-Compatibility,21,3,1,2,0,1,4,1,1,0,1,0,1,1,1,3,0,0,0,18,56
Android,Raynor999/AlbumSelector,38,2,1,3,0,2,54,1,1,0,1,0,0,0,0,0,0,0,0,18,118
Android,Jungerr/GridPasswordView,8,2,1,3,0,2,16,1,1,0,1,0,0,0,0,0,0,0,0,7,39
Android,naman14/PlayAnimations,9,3,1,2,0,1,30,1,1,0,1,0,1,0,0,0,0,0,0,14,62
Android,shichaohui/PageRecyelerViewDemo,6,0,0,1,0,1,8,0,1,0,1,0,0,0,0,0,0,0,0,6,22
Android,devadvance/circularseekbar,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,3
Android,vivian8725118/TimeLine,12,2,1,3,0,2,13,1,2,0,1,0,0,0,0,0,0,0,0,81,115
Android,maxiee/HeartBeat,102,2,1,3,0,2,71,1,2,0,1,0,0,0,0,0,0,0,0,103,285
Android,elevenetc/BadgeView,14,2,1,3,0,2,12,1,1,0,1,0,0,0,0,0,0,0,0,8,42
Android,xfmax/BasePedo,32,2,2,3,0,2,15,1,1,0,1,0,1,0,0,0,0,0,0,29,86
Android,Devlight/ShadowLayout,4,2,1,3,0,2,8,1,1,0,1,0,1,0,0,0,0,0,0,13,34
Android,serso/android-linear-layout-manager,6,1,1,3,0,2,11,1,1,0,1,0,2,0,0,0,0,0,0,4,30
Android,shiburagi/Drawer-Behavior,13,3,2,3,0,2,41,1,1,0,1,0,0,0,0,2,0,0,0,12,78
Android,chenupt/DragTopLayout,16,2,1,3,0,2,18,1,1,0,1,0,0,0,0,0,0,0,0,21,63
Spring,JeffLi1993/springcloud-learning-example,10,0,0,0,9,0,9,0,1,0,1,0,0,0,0,7,0,0,0,1,28
Spring,odrotbohm/rest-microservices,13,7,0,0,6,0,6,0,1,0,0,0,0,0,1,1,0,0,1,1,30
Spring,rohitghatol/spring-boot-microservices,25,8,2,8,0,0,0,8,9,0,9,0,0,2,0,17,0,0,0,48,127
Spring,xuwujing/springBoot-study,273,32,1,0,28,0,175,2,1,0,1,0,2,2,0,5,0,0,0,49,542
Spring,BriData/DBus,836,113,1,0,35,0,70,0,52,0,6,10,9,16,1,5,0,0,28,1632,2772
Spring,chaokunyang/microservices-event-sourcing,111,1,0,13,13,0,13,0,9,0,1,0,1,0,0,23,0,0,0,120,291
Spring,sofastack/sofa-registry,583,10,0,0,30,0,47,8,4,0,1,0,4,10,1,2,0,0,0,1,669
Spring,souyunku/SpringBootExamples,110,19,0,0,18,0,27,0,2,0,2,1,0,0,0,0,1,0,0,48,208
Spring,apereo/cas,3762,59,3,356,0,0,209,1,210,0,1,0,7,63,1,11,0,0,18,621,5320
Spring,henryyan/activiti-in-action-codes,687,31,1,0,18,0,204,2,1,0,1,0,5,1,0,0,0,0,1,2736,3669
Spring,dangdangdotcom/config-toolkit,62,3,0,0,4,0,10,0,1,0,1,0,0,0,0,1,0,0,0,21,98
Spring,417511458/jbone,459,30,0,0,56,0,67,1,3,0,2,0,0,0,0,32,0,0,18,666,1276
Spring,spring-cloud-incubator/spring-cloud-alibaba,438,28,1,0,74,0,76,0,34,24,3,14,0,4,0,2,1,0,26,24,672
Spring,ZhongFuCheng3y/msc-Demo,90,33,2,0,65,0,312,0,2,0,1,0,0,0,0,72,0,0,0,312,823
Spring,springside/springside4,200,7,0,0,10,0,13,2,2,0,2,0,5,4,1,1,0,0,0,7,241
Spring,dynamind/spring-boot-security-oauth2-minimal,5,3,0,3,0,0,3,0,2,0,2,0,3,0,0,3,0,0,0,3,25
Spring,fabric8io/fabric8-maven-plugin,363,36,4,0,66,0,76,0,7,40,3,13,3,5,0,108,1,0,3,34,693
Spring,hank-whu/rpc-benchmark,163,4,0,0,40,0,69,0,1,0,1,2,0,0,0,3,0,0,0,9,251
Spring,theotherp/nzbhydra2,648,13,0,0,13,0,49,0,11,0,1,2,5,2,1,5,7,0,19,272,1033
Spring,jhipster/jhipster-registry,82,2,1,0,1,0,3,0,5,0,1,1,3,1,1,14,1,0,11,192,316
Spring,tmobile/pacbot,876,3,0,0,18,0,26,0,19,0,13,1,8,2,1,26,1,0,10,1532,2504
Spring,Saka7/spring-boot-angular4-boilerplate,32,2,0,1,0,0,0,0,1,0,1,0,0,6,0,0,0,0,7,27,76
Spring,sofastack/sofa-lookout,531,13,0,0,39,0,46,0,18,0,11,0,0,4,1,2,0,0,0,11,625
Spring,wyh-spring-ecosystem-student/spring-boot-student,353,82,33,0,35,0,52,0,1,0,1,0,7,0,0,0,32,0,0,58,618
Spring,forezp/SpringBootLearning,119,53,27,0,27,0,28,0,2,1,1,0,0,0,0,7,27,0,1,25,290
Spring,lenve/vhr,61,2,1,0,1,0,12,0,2,0,2,0,0,0,0,0,1,0,2,109,190
Spring,spring-guides/tut-spring-boot-oauth2,16,1,1,0,8,0,8,0,0,10,0,0,2,0,1,10,1,0,0,7,56
Spring,proxyee-down-org/proxyee-down,42,0,0,0,3,0,5,0,2,0,1,0,1,0,0,6,0,0,2,40,98
Spring,halo-dev/halo,392,1,1,1,0,0,0,1,4,0,2,6,1,2,1,2,0,0,1,125,537
Spring,tmobile/t-vault,154,1,2,0,3,0,7,0,3,0,1,0,2,6,0,1,0,0,15,433,624
Spring,hibernate/hibernate-demos,286,20,21,1,40,0,96,1,13,0,13,1,0,7,1,2,0,0,6,93,547
Spring,system-sekkei/isolating-the-domain,137,5,1,1,0,0,4,1,1,0,1,0,0,0,0,1,0,0,3,27,181
Spring,odrotbohm/spring-restbucks,49,4,0,0,1,0,1,0,2,0,0,0,0,0,1,1,0,0,1,2,60
Spring,wikift/wikift,149,0,0,0,12,0,13,0,7,0,2,0,1,1,0,0,0,0,11,541,723
Spring,ctripcorp/apollo-use-cases,32,10,0,0,18,0,25,0,13,0,13,0,0,1,0,0,0,0,0,2,83
Spring,jiangmin168168/jim-framework,209,35,16,0,19,0,26,0,7,0,2,0,0,0,0,2,17,0,0,14,326
Spring,qunarcorp/qmq,696,11,0,0,19,0,22,0,32,0,3,0,0,13,0,1,7,0,0,180,962
Spring,vdenotaris/spring-boot-security-saml-sample,14,1,0,0,1,0,1,0,4,0,1,0,0,1,1,2,0,0,0,12,35
Spring,zhegexiaohuozi/SeimiCrawler,86,2,0,0,4,0,9,0,2,0,1,0,0,0,0,0,0,0,0,2,101
Spring,ctripcorp/apollo,658,37,0,0,13,0,51,1,4,0,2,29,2,12,1,26,0,0,0,371,1191
Spring,dearbinge/dubbo-spring-boot-mybatis-redis,18,3,0,0,8,0,16,0,1,0,1,0,0,0,0,0,0,0,0,39,77
Spring,codecentric/chaos-monkey-spring-boot,107,12,0,0,9,0,10,0,1,8,1,0,1,1,1,1,0,0,0,8,149
Spring,spring-projects/spring-xd,1546,139,15,1,0,0,208,8,14,1,13,1,15,2,1,21,0,0,3,225,2199
Spring,elastic/apm-agent-java,460,5,2,0,45,0,50,0,16,0,10,0,2,6,0,5,1,0,18,55,620
Spring,naturalprogrammer/spring-lemon,149,2,0,0,11,0,12,0,2,0,1,0,1,0,1,5,0,0,13,100,284
Spring,ZHENFENG13/My-Blog,58,1,0,0,1,0,9,0,16,0,6,0,1,0,0,0,0,0,7,1073,1165
Spring,liaokailin/springcloud,32,20,0,0,16,0,16,0,13,0,2,0,0,0,0,3,0,0,0,2,86
Spring,sakaiproject/sakai,5937,2662,0,0,441,0,1285,3,67,0,48,0,197,10,1,2,1,0,46,6975,17185
Spring,mraible/21-points,126,7,1,1,0,0,15,1,1,0,1,0,2,3,1,12,0,0,54,316,539
Spring,shunfei/DCMonitor,36,1,0,0,1,0,2,0,1,0,1,0,0,2,0,1,0,0,1,67,111
Spring,spring-projects/spring-security-oauth,761,23,2,0,35,0,91,0,38,1,27,0,2,0,1,23,2,0,1,64,1008
Spring,mybatis-book/book,56,5,0,0,4,0,22,0,6,0,5,0,0,0,0,0,0,0,0,10,99
Spring,spring-projects/spring-xd-samples,99,47,17,18,29,0,66,17,31,2,31,0,14,5,0,0,0,0,4,85,405
Spring,opentracing-contrib/java-spring-cloud,96,1,1,0,13,0,15,0,2,0,1,0,1,1,1,1,1,0,11,12,142
Spring,roncoo/spring-boot-demo,451,103,0,0,32,0,74,0,27,0,27,3,0,0,0,0,0,0,1,159,818
Spring,yu199195/myth,261,0,0,0,42,0,75,0,2,0,2,0,0,0,1,17,0,0,2,41,398
Spring,xuxueli/xxl-api,47,1,0,0,2,0,12,0,3,0,1,0,0,0,0,0,0,0,0,247,310
