Spring,spring-projects/spring-boot,39278
Android,square/retrofit,32771
Android,airbnb/lottie-android,25796
Spring,proxyee-down-org/proxyee-down,24317
Android,JakeWharton/butterknife,24052
Android,zxing/zxing,22855
Android,CymChad/BaseRecyclerViewAdapterHelper,17435
Android,square/picasso,16826
Android,nostra13/Android-Universal-Image-Loader,16506
Spring,ityouknow/spring-boot-examples,16468
Android,NationalSecurityAgency/ghidra,16092
Android,google/gson,15856
Android,libgdx/libgdx,15518
Android,chrisbanes/PhotoView,15454
Spring,eugenp/tutorials,15024
Spring,ctripcorp/apollo,14907
Android,Tencent/tinker,13827
Android,google/ExoPlayer,13322
Android,bazelbuild/bazel,12245
Android,hdodenhof/CircleImageView,11932
Android,signalapp/Signal-Android,11606
Android,react-native-community/lottie-react-native,11422
Android,orhanobut/logger,11296
Android,facebook/stetho,11179
Android,eclipse/deeplearning4j,10916
Android,androidannotations/androidannotations,10806
Android,realm/realm-java,10519
Android,CarGuo/GSYVideoPlayer,10468
Android,android-async-http/android-async-http,10449
Android,Curzibn/Luban,10192
Spring,JeffLi1993/springboot-learning-example,9747
Android,zhihu/Matisse,9665
Spring,redisson/redisson,9520
Android,wasabeef/recyclerview-animators,9251
Spring,alibaba/canal,9007
Android,Yalantis/uCrop,8798
Android,didi/DoraemonKit,8790
Android,YoKeyword/Fragmentation,8679
Android,tbruyelle/RxPermissions,8619
Spring,xuxueli/xxl-job,8610
Android,aosp-mirror/platform_frameworks_base,8586
Android,lingochamp/FileDownloader,8546
Android,umano/AndroidSlidingUpPanel,8529
Spring,forezp/SpringCloudLearning,8338
Android,Tencent/QMUI_Android,8311
Android,roughike/BottomBar,8260
Android,florent37/MaterialViewPager,7988
Spring,apache/incubator-shardingsphere,7983
Android,bilibili/DanmakuFlameMaster,7940
Android,HannahMitt/HomeMirror,7869
Android,wasabeef/glide-transformations,7852
Android,chrisbanes/cheesesquare,7730
Android,googlesamples/easypermissions,7531
Android,koral--/android-gif-drawable,7422
Android,laobie/StatusBarUtil,7406
Android,JessYanCoding/AndroidAutoSize,7396
Android,material-components/material-components-android,7370
Spring,alibaba/Sentinel,7357
Android,react-native-community/react-native-camera,7304
Android,android-hacker/VirtualXposed,7276
Spring,codecentric/spring-boot-admin,7275
Android,alibaba/atlas,7126
Android,lzyzsd/JsBridge,6741
Spring,alibaba/nacos,6667
Android,googlesamples/android-testing,6516
Android,hackware1993/MagicIndicator,6385
Spring,spring-cloud-incubator/spring-cloud-alibaba,6369
Android,LitePalFramework/LitePal,6361
Android,ybq/Android-SpinKit,6286
Android,APIJSON/APIJSON,6215
Android,koush/AndroidAsync,6176
Android,cats-oss/android-gpuimage,6166
Android,ogaclejapan/SmartTabLayout,6166
Android,amitshekhariitbhu/Android-Debug-Database,6164
Android,DroidPluginTeam/DroidPlugin,6109
Spring,apereo/cas,6109
Android,google/physical-web,6089
Android,grpc/grpc-java,6072
Android,leolin310148/ShortcutBadger,6016
Android,pedrovgs/EffectiveAndroidUI,5940
Android,TeamNewPipe/NewPipe,5933
Spring,halo-dev/halo,5898
Android,asLody/VirtualApp,5873
Android,Justson/AgentWeb,5823
Android,ikew0ng/SwipeBackLayout,5778
Android,rengwuxian/MaterialEditText,5761
Android,naman14/Timber,5756
Android,antoniolg/androidmvp,5756
Android,google/android-classyshark,5700
Spring,springside/springside4,5676
Android,JakeWharton/u2020,5631
Android,airbnb/epoxy,5566
Android,daimajia/NumberProgressBar,5543
Android,vinc3m1/RoundedImageView,5526
Spring,baomidou/mybatis-plus,5473
Android,amlcurran/ShowcaseView,5471
Android,google/j2objc,5464
Android,react-native-community/react-native-image-picker,5383
Android,GrenderG/Toasty,5333
Android,lucasr/twoway-view,5311
Spring,Activiti/Activiti,5287
Android,jgilfelt/SystemBarTint,5284
Android,dmytrodanylyk/circular-progress-button,5271
Android,kickstarter/android-oss,5243
Android,square/moshi,5217
Android,square/otto,5214
Android,sockeqwe/mosby,5210
Android,prolificinteractive/material-calendarview,5097
Android,markzhai/AndroidPerformanceMonitor,5052
Android,alibaba/freeline,5050
Android,frogermcs/InstaMaterial,4948
Android,izzyleung/ZhihuDailyPurify,4931
Android,commonsguy/cw-omnibus,4920
Android,Trinea/android-common,4898
Android,Yalantis/Side-Menu.Android,4888
Android,XRecyclerView/XRecyclerView,4884
Android,traex/RippleEffect,4867
Android,facebook/facebook-android-sdk,4840
Android,gabrielemariotti/cardslib,4789
Android,etsy/AndroidStaggeredGrid,4766
Android,Clans/FloatingActionButton,4765
Android,barteksc/AndroidPdfViewer,4753
Android,google/error-prone,4741
Android,yarolegovich/DiscreteScrollView,4664
Spring,lihengming/spring-boot-api-project-seed,4652
Android,hanks-zyh/HTextView,4616
Android,checkstyle/checkstyle,4602
Android,Meituan-Dianping/walle,4597
Android,ArthurHub/Android-Image-Cropper,4573
Android,robolectric/robolectric,4567
Android,alibaba/UltraViewPager,4548
Android,joelittlejohn/jsonschema2pojo,4546
Android,jpush/aurora-imui,4546
Android,chentao0707/SimplifyReader,4533
Android,zetbaitsu/Compressor,4533
Android,andkulikov/Transitions-Everywhere,4497
Android,JakeWharton/NineOldAndroids,4492
Android,orhanobut/dialogplus,4485
Android,danielzeller/Depth-LIB-Android-,4472
Spring,paascloud/paascloud-master,4432
Android,k0shk0sh/FastHub,4389
Android,square/android-times-square,4358
Android,saiwu-bigkoo/Android-ConvenientBanner,4342
Android,jdamcd/android-crop,4341
Android,hongyangAndroid/baseAdapter,4324
Android,aporter/coursera-android,4312
Spring,lenve/vhr,4300
Android,AndroidBootstrap/android-bootstrap,4280
Spring,sohutv/cachecloud,4269
Spring,dyc87112/SpringCloud-Learning,4238
Android,zhanghai/Douya,4218
Android,mcxiaoke/packer-ng-plugin,4213
Android,wuhaoyu1990/MagicCamera,4208
Spring,TechEmpower/FrameworkBenchmarks,4203
Android,CameraKit/camerakit-android,4189
Android,react-native-community/react-native-video,4170
Android,yipianfengye/android-zxingLibrary,4156
Android,rubensousa/RecyclerViewSnap,4143
Android,alibaba/dexposed,4143
Android,wdullaer/MaterialDateTimePicker,4080
Android,kyleduo/SwitchButton,4054
Android,makovkastar/FloatingActionButton,4037
Spring,abel533/Mapper,4005
Android,bingoogolapple/BGARefreshLayout-Android,3984
Spring,keycloak/keycloak,3978
Android,Karumi/Dexter,3939
Android,pili-engineering/PLDroidPlayer,3894
Android,Ashok-Varma/BottomNavigation,3885
Android,nisrulz/android-tips-tricks,3873
Android,google/grafika,3864
Android,grantland/android-autofittextview,3864
Android,roboguice/roboguice,3857
Android,jgilfelt/chuck,3830
Android,MindorksOpenSource/android-mvp-architecture,3826
Android,JoanZapata/android-iconify,3790
Android,Tencent/GT,3733
Android,rubensousa/ViewPagerCards,3732
Android,baoyachi/StepView,3721
Spring,resilience4j/resilience4j,3718
Android,seven332/EhViewer,3705
Android,react-native-community/react-native-svg,3702
Android,ChadCSong/ShineButton,3693
Android,SplashCodes/JAViewer,3673
Spring,springfox/springfox,3649
Android,yanzhenjie/NoHttp,3648
Android,aurelhubert/ahbottomnavigation,3635
Android,DingMouRen/LayoutManagerGroup,3618
Spring,spring-projects/spring-security-oauth,3585
Android,goldze/MVVMHabit,3585
Android,Jacksgong/JKeyboardPanelSwitch,3584
Android,CellularPrivacy/Android-IMSI-Catcher-Detector,3520
Android,rockerhieu/emojicon,3504
Android,Manabu-GT/ExpandableTextView,3495
Android,facebook/shimmer-android,3462
Android,airbnb/DeepLinkDispatch,3449
Spring,apache/dubbo-spring-boot-project,3436
Android,danikula/AndroidVideoCache,3429
Android,bingoogolapple/BGABanner-Android,3425
Android,avast/android-butterknife-zelezny,3421
Android,huangyanbin/smartTable,3411
Android,ryanhoo/StylishMusicPlayer,3396
Android,lsjwzh/RecyclerViewPager,3393
Android,crazycodeboy/react-native-splash-screen,3388
Android,ongakuer/CircleIndicator,3368
Android,codeestX/GeekNews,3365
Android,kikoso/android-stackblur,3350
Android,ivacf/archi,3317
Android,actorapp/actor-platform,3302
Spring,spring-projects/spring-petclinic,3283
Spring,crossoverJie/cim,3264
Spring,thingsboard/thingsboard,3231
Spring,alibaba/dubbo-spring-boot-starter,1759
Spring,apache/rocketmq-externals,1751
Spring,micrometer-metrics/micrometer,1694
Spring,Meituan-Dianping/Leaf,1689
Spring,apache/dubbo-admin,1677
Spring,AxonFramework/AxonFramework,1671
Spring,mercyblitz/tech-weekly,1668
Spring,qunarcorp/qmq,1668
Spring,QNJR-GROUP/EasyTransaction,1655
Spring,zhangxd1989/spring-boot-cloud,1637
Spring,roncoo/spring-boot-demo,1511
Spring,boylegu/SpringBoot-vue,1511
Spring,vaadin/framework,1505
Spring,Raysmond/SpringBlog,1472
Spring,rohitghatol/spring-boot-microservices,1463
Spring,rubenlagus/TelegramBots,1421
Spring,Heeexy/SpringBoot-Shiro-Vue,1393
Spring,Exrick/x-boot,1373
Spring,SpringForAll/spring-boot-starter-swagger,1347
Spring,yu199195/myth,1344
Spring,zhegexiaohuozi/SeimiCrawler,1322
Spring,Nepxion/Discovery,1262
